lon,lat,codigo,federacion,zona,tipo_impacto,fuente_impacto,antiguedad,lote,empresa,anio,detecto,descripcion,ubicacion,remediacion,responsable,estado_validacion
-75.438478,-3.4760771,CJG201402,"OEFA, FECONACO",,Crudo mezclado con agua,,,Lote 8,PlusPetrol Norte S.A,2014,2014-07-05,"Se dio debido a la oxidación interna de la tubería. El apu de la comunidad nativa Pucacuro y un miembro de FECONACO con el OEFA visitaron el lugar. Encontraron por lo menos 476 m2 de aguajal y un área de 2,5m por los dos lados del oleoducto completamente contaminado. Es más, la contaminación llegó 8","El oleoducto que va desde Nueva Esperanza hacia Estación de Bombas, km 6+600. / en territorio Comunidad Santa Rosa. Planta Central de Producción 7, desde el Campo Base hasta los pozos 74 y 86.",1.0,Cielo,1. Validado parcial
-75.420631,-3.5291986,COE201335.22,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S22. Este lugar se encuentra ubicado a 50 metros al noreste de la Plátaforma 2X. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.419956,-3.5291085,COE201335.21,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",código de sitio: S21. Este lugar está ubicado 50 metros al norte de la Plátaforma 2X. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.416561,-3.5273007,COE201335.20,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S20. Este lugar está ubicado a 1km de Batería 4. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.4163,-3.527038,CEV200601,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2006,2006-02-21,"Los registros indican un pozo grande de crudo y una ""colcha"" impactada. La empresa está utilizando maquinaria pesada para encubrir este impacto, enterrando el crudo.",bateria 4,0.0,Claudia,2. Validado final
-75.406397,-3.5107496,COE201335.16,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","código de sitio: S16. Este lugar está ubicado a 15 metros de Poza API, en Estación de Bombeo. Yacimiento Pavayacu-Capirona.",0.0,Cielo,1. Validado parcial
-75.405971,-3.4193414,CNA201501,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-01-01,El área afectada por un derrame que se dio en 2011. La remediación hecha fue deficiente.,Km 43 Pavayacu.,,Cielo,1. Validado parcial
-75.404498,-3.5119446,COE201335.15,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S15. Este lugar está ubicado a 200 metros de la Estación de Bombeo y a 50 metros de Cocha Atiliano. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.403103,-3.3616875,COE201335.13,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S13. Este lugar se encuentra ubicado 100 metros al oeste del Andén 1108. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.402662,-3.3634066,COE201335.14,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S14. Este lugar se ubica 300 metros al oeste del Andén 1108. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.399019,-3.519465,CFS201501,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-11-01,El derrame afectó a una laguna y su entorno.,"Cocha Negra, Comunidad de Peruanito.",,Lady,1. Validado parcial
-75.396755,-3.3808874,CEA201401; CJJ201401,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-05-01,La empresa hizo una limpieza del sitio.,"Andén 70, batería 5 en CN Pucaruro.",,Cielo,1. Validado parcial
-75.393911,-3.380834,COE201620,"OEFA, FECONACO",,agua producida,,,Lote 8,PlusPetrol Norte S.A,2016,24/07/2016,"El evento ocurrió debido a una ruptura en la línea de producción del pozo PAV-1103. Aunque este oleoducto no está en operación, aparentemente el oleoducto se ha roto cuando hubo un intento para bombear crudo nuevamente. El área afectada abarca 157m2, incluyendo una quebrada y afectó a un riachuelo l","El punto exacto donde ocurrió el hecho se encuentra a 50 metros del km 16+800 de la vía principal Pucacuro-Pavayacu. en el tubo 4, cerca del pozo 130, ubicado a 500 metros de la Batería 5.",1.0,Lady,1. Validado parcial
-75.388854,-3.3879743,COE201335.7,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S7. Se ubica 300 metros al sur de la Plátaforma 84 (Cocha Petroboa), en Yacimiento Pavayacu-Capirona.",0.0,Cielo,1. Validado parcial
-75.377674,-3.3891729,COE201335.9,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","código de sitio: S9. Se ubica a 50 metros del sitio S8. En la cabecera de la quebrada Huanganayacu, cerca del km 20 Campamento 101, carretera hacia Central Eléctrica 130, en Yacimiento Pavayacu-Capiro",0.0,Cielo,1. Validado parcial
-75.37726,-3.3891369,COE201335.8,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","código de sitio: S8. Este lugar está ubicado en la cabecera de la Quebrada Huanganayacu, a la altura del km 20 Campamento 101, vía hacia Central Eléctrica 130, en el Yacimiento Pavayacu-Capirona.",0.0,Cielo,1. Validado parcial
-75.371669,-3.388931,COE201335.10,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S10. Se ubica a 100 metros al este de la Batería 9, en un aguajal. Yacimiento Pavayacu-Capirona.",0.0,Cielo,1. Validado parcial
-75.369563,-3.3899179,COE201335.11,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",código de sitio: S11. Se ubica 150 metros al oeste de Batería 9. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.367538,-3.3910314,COE201335.12,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S12. Este lugar está ubicado 350 metros al noroeste de Batería 9. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.364406,-3.3934662,COE201335.19,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S19. Este lugar está ubicado a 150 metros del Campamento 101. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.363011,-3.3932586,COE201335.18,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S18. Este lugar está ubicado 200 metros al norte de Batería 9. Yacimiento Pavayacu-Capirona.,0.0,Cielo,1. Validado parcial
-75.361399,-3.3928883,COE201335.17,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co","Código de sitio: S17. Este lugar está ubicado 400 metros al norte de Batería 9, Ramal de Huanganayacu. Yacimiento Pavayacu-Capirona.",0.0,Cielo,1. Validado parcial
-75.35403,-3.5472477,CTS201401,FECONACO,,otro,,,Lote 8,PlusPetrol Norte S.A,2014,2014-02-01,Árboles talados encontrados por el oleoducto.,"oleoducto Trompeteros-Pavayacu, CN Peruanito.",,Cielo,1. Validado parcial
-75.340463,-3.551297,CEV200613,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2006,2006-05-19,,bateria 5,,Claudia,2. Validado final
-75.323513,-3.638885,CEV200612,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2006,2006-03-30,Un derrame está afectando a la cocha Piuri.,bateria 5,,Claudia,2. Validado final
-75.317083,-3.611874,COE201210/CWS201201,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2012,2012-01-28,Se dio debido a la oxidación externa de la tubería. La quebrada Collpayo fue afectada.,"En el oleoducto E.E.B.E de Capirona a Batería 1, Corrientes. Km 16+417.",1.0,Cielo,1. Validado parcial
-75.305984,-3.8057052,COE201403,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-07-01,Derrame dentro de la comunidad Nuevo Porvenir. Afecta a la colcha Zungaro Yacu.,comunidad nuevo porvenir,,Cielo,1. Validado parcial
-75.148266,-3.8183311,CWA201401,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-11-01,Afecta a la laguna Zungaro Yacu,comunidad Nuevo Porvenir.,,Cielo,1. Validado parcial
-75.145707,-3.810705,CWA201402,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2014,2014-12-01,El derrame afecta a un cuerpo de agua.,Campamento Paraíso (Km24+700) en territorio de la Comunidad Nuevo Porvenir.,,Cielo,1. Validado parcial
-75.136636,-4.0797872,COE201106/CWS201101,"OEFA, FECONACO",,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2011,2011-08-25,El evento ocurrió porque unos individuos externos cortaron con sierra el oleoducto Corrientes-Saramuro. Causó un derrame de crudo de 140 barriles cerca a la comunidad nativa Nueva Reforma. Un plan de contención se activó y se iniciaron trabajos de remediación también. Miembros de la administración n,"El oleoducto Corrientes- Saramuro, km 30+875. Batería 1.",0.0,Ale,1. Validado parcial
-75.076645,-3.809845,CFS201603,FECONACO,,agua producida,,,Lote 8,PlusPetrol Norte S.A,2016,2016-01-30,Afectó al río y una colpa de aves. El lugar se inunde regularmente durante al época de lluvías.,"se llevó a cabo en el pequeño río Trompeterillo grande, frente al pueblo de Trompeteros. El hecho se ubicó a 4 metros del río Corrientes.",,Lady,1. Validado parcial
-75.073224,-3.826094,CFS201611,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2016,2016-10-31,,"oleoducto Corrientes-Saramuro km0+300, cerca de Batería 2.",,Lady,1. Validado parcial
-75.070819,-3.8217245,COE201003.1/CWS201006,"OSINERGMIN, FECONACO",,derrame de diesel,,Antiguo,Lote 8,PlusPetrol Norte S.A,2010,21/04/2010 23/04/2010,Algunos individuos externos cortaron la tubería para extraer el diésel.,El oleoducto que conecta Batería 1 (Trompeteros) con Batería 8 (Chambira). oleoducto Trompeteros-Chambira.,,Ale,1. Validado parcial
-75.068697,-3.8725773,COE201335.23,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S23. Este lugar está ubicado en el km 5+570.31 del oleoducto Corrientes-Saramuro. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.068642,-3.8636028,COE201318,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-04-07,"Supuestamente, después del evento, la empresa recuperó mucho del crudo y limpió todas las áreas afectados. Sin embargo, según el informe anual de monitoreo FECONACO de 2015, este sitio sigue contaminado.","En la línea B del oleoducto Corrientes Saramuro, 5+589 km",0.0,Cielo,1. Validado parcial
-75.06863083,-3.82674539,CFS201711,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2017,2017-09-18,Afectó a la comunidad San Cristobal. Remediación incompleta.,Comunidad San Cristóbal,,Ana Paula,2. Validado final
-75.068215,-3.8141886,CFS201514,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2015,2015-06-01,,trompeterillo grande,,Cielo,1. Validado parcial
-75.068054,-3.819183,CFS201608,FECONACO,,Botadero,,,Lote 8,PlusPetrol Norte S.A,2016,2016-07-25,Se ha encontrado residuos industriales del pasado enterrados. Fue limpiado por la empresa.,Batería 8x.,,Lady,1. Validado parcial
-75.067388,-3.82338,CFS201607,FECONACO,,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2016,2016-07-22,"El derrame afectó a una laguna pequeña. Se ha encontrado peces muertos. Este lugar ha sido remediado anteriormente pero aún sufre impactos con regularidad, siendo necesaria una limpieza profunda. Es una zona PAC.",Batería 2.,,Lady,1. Validado parcial
-75.066379,-3.827542,CWS200711,FECONACO,,Derrame antiguo de petróleo,,,Lote 8,,2007,2007-10-30,,bateria 2,,Claudia,2. Validado final
-75.065289,-3.8253437,CMO200801,FECONACO,,Derrame antiguo de petróleo,,Antiguo,Lote 8,,2008,2008-09-18,,bateria 2,,Ale,1. Validado parcial
-75.06515762,-3.82138594,CFS201801,FECONACOR,"Baterías 1, 2 y 8x",Derrame de crudo,oleoducto,Antiguo,Lote 8,Pluspetrol Norte,1996,16/03/2018,"Derrame de crudo. Area de 15X16m tierra y 20 x 500m agua, sitio de remediacion PAC",Quebrada en San Cristóbal,1.0,Laura,1. Validado parcial
-75.065018,-3.8178619,CWS200903,FECONACO,,Derrame nuevo de petróleo,,Antiguo,Lote 8,PlusPetrol Norte S.A,2009,2009-10-21,El crudo se está cayendo directamente en el río.,Batería 1.,,Ale,1. Validado parcial
-75.064201,-3.8482505,COE201207,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2012,2012-06-25,"Se dio debido a la oxidación externa. En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón se llevaron a cabo una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. De los 41 sitios contaminados, identificaron el área que hab",Código S24. En el km 3+816.85 del conoleoducto Corrientes-Saramuro. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
-75.06515762,-3.82138594,COE201803/CFS201801,"OEFA, FECONACO",,Derrame nuevo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2018,15/03/2018 16/03/2018,"El derrame ocurrió por la rotura de dos oleoductos que corren del Topiplan a Batería 8 cerca a la carretera. Se inició en la válvula Check CK 2GL-3 dentro de la planta topping. El crudo se extendió por los canales de drenaje pluvial, llegando al tanque de sumidero, que estaba abierto en este momento","Yacimiento Corrientes, topping plant (Topiplan a Batería 8 al lado de la carretera)",0.0,Ana Paula,1. Validado parcial
-75.063884,-3.8285193,COE201335.41,"OEFA, FECONACO",,Derrame antiguo de petróleo,,,Lote 8,PlusPetrol Norte S.A,2013,2013-11-26,"En 2013, OEFA con organizaciones de comunidades nativas de los ríos Pastaza, Tigre y Marañón hicieron una expedición de supervisión en el Lote 8 para identificar posibles sitios contaminados. Se informó sobre 41 sitios contaminados en Nueva Esperanza, Pavayacu y Base Corrientes Percy y la tubería Co",Código de sitio: S41. Este lugar está ubicado a 30 metros al oeste de Batería 2. Yacimiento Corrientes.,0.0,Cielo,1. Validado parcial
