lon,lat,nombre,tipo,etnia,familia_ling,federacion,zona
-77.79917,-3.18483,San Martín,Anexo,Huambisa (Wampis),Jíbaro,CAH,Marañón
-77.82053,-3.12343,Papayacu o San Martín,Principal,Huambisa (Wampis),Jíbaro,CAH,Marañón
-75.49815,-8.92637,Me Banañu,Anexo,Cacataibo,Pano,FENACOCA,Ucayali
-75.53857,-8.80842,Mariscal Cáceres,Principal,Cacataibo,Pano,FENACOCA,Ucayali
-75.47745,-8.7431,Santa Rosa,Principal,Shipibo-Conibo,Pano,FENACOCA,Ucayali
-75.51952,-9.19474,Puerto Azul,Principal,Cacataibo,Pano,FENACOCA,Ucayali
-75.22913,-8.95936,Sinchi Roca,Principal,Cacataibo,Pano,FENACOCA,Ucayali
-75.25129,-9.1182,Puerto Nuevo,Principal,Cacataibo,Pano,FENACOCA,Ucayali
-75.27678,-9.3222,Puerto Nuevo II,Anexo,Cacataibo,Pano,FENACOCA,Ucayali
-75.16431,-10.76157,Alto Yurinaki,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Perené
-75.17271,-10.77221,Villa María,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Perené
-75.15559,-10.8484,Unión Alto Sancachari,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Perené
-75.2534,-10.94659,Pampa Michi,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.1954,-10.95538,San Miguel Centro Marankiari,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.11471,-10.83096,Eshcormes,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.08407,-10.83128,San Pedro de Sheboriari,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.07423,-10.87046,Pucharini,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.06104,-10.88519,San Miguel,Anexo,Asháninka,Arawak,CECONSEC,Perené
-75.07404,-10.89627,Alto Pucharini,Anexo,Asháninka,Arawak,CECONSEC,Perené
-75.04307,-10.89655,Pumpuriani,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.04545,-10.8383,Cumbre San Roman de Satinaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.05213,-10.79029,Alto Incariado,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.04706,-10.76076,Carapairo,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.02659,-10.76766,Bajo Incariado,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.99998,-10.77754,Comavishiqui,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.01833,-10.79472,San Martín de Ubiriki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.96128,-10.64744,Santo Domingo de Alto Azupizu,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.97359,-10.70946,Tambo San Nicolas,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.0079,-10.83166,Chinari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.98863,-10.83269,Inchatingari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.96717,-10.83254,Pachacutec,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.01463,-10.86167,Bajo Chirani,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.97795,-10.86875,Santa Rosa de Ubirike,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.97948,-10.88972,Kivinaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.96075,-10.87769,Churingaveni,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.96125,-10.88777,Shintoriato,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.93151,-10.87638,San Pedro Sotani,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.91996,-10.8686,Huacamayo,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.94078,-10.89455,Shankivironi,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.9045,-10.89975,Bajo Aldea Pichanaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.01455,-10.92672,Cerro Picaflor Alto Kivinaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.97067,-10.92813,7 de Junio,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.90983,-10.93576,San Cristobal,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.99012,-10.97323,Bajo Picaflor,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.99516,-10.98944,San Nicolas de Palma Pampa Alto Pichanaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.93835,-11.00483,Alto Cuyani,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.94152,-11.01475,Pampa Flecha,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.8142,-10.86263,San Lorenzo de Autiki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.81325,-10.87862,Santa María,Anexo,Asháninka,Arawak,CECONSEC,Perené
-74.82166,-10.91526,Pampa Julián,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.84452,-10.94846,Bajo Quimiriki,Principal,Asháninka,Arawak,No Existe,Perené
-74.76419,-10.92479,Waypancuni,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.72991,-10.92857,San José de Anapiari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.75748,-10.99507,Capachari,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.87575,-10.88272,Zotziki Cerro Picaflor Orito,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.09716,-10.87122,San Jeronimo Puerto Yurinaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.25559,-10.87407,Alto Puñizas,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.18922,-10.9285,Bajo Esperanza,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.14245,-10.88131,Mariscal Cáceres,Principal,Asháninka,Arawak,CECONSEC,Perené
-75.16812,-10.90889,La Esperanza,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.88212,-10.80136,San José Alto Kuviriani,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.88872,-10.7492,San Luis de Alto Shimaki,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.75145,-11.06937,Santo Barato,Principal,Asháninka,Arawak,No Existe,Perené
-75.20237,-10.94086,Marankiari Bajo,Principal,Asháninka,Arawak,CECONSEC,Perené
-74.01944,-10.61009,Shenontiari,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.92021,-10.61471,Ramón Castilla,Principal,Piro (Yine),Arawak,OIRA,Ucayali
-73.96416,-10.62367,Unini,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.02834,-10.65546,Centro Selva Corintoni,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.00301,-10.6481,Centro Selva Tzipani,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.97386,-10.64132,Misión Unini,Anexo,Asháninka,Arawak,OIRA,Ucayali
-73.84865,-10.6139,Unión San Francisco,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.81372,-10.62396,Lagarto Millar,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.91417,-10.65472,Centro Selva Anari,Anexo,Asháninka,Arawak,OIRA,Ucayali
-73.97675,-10.67767,Anacayali,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.96518,-10.68925,Tzivetari,Principal,Ashéninka,Arawak,OIRA,Ucayali
-73.95523,-10.7045,Santaniari,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.8518,-10.67429,Sapani,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.78671,-10.6662,Tahuanty,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.8243,-10.68153,Santa Rosa de Laulate,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.79367,-10.70929,Aerija,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.03656,-10.42363,Pensylvania,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.02657,-10.4283,Nuevo Pozo,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.00499,-10.42987,Galilea,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.97138,-10.47557,Puerto Esperanza,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.01161,-10.50262,Sheremashe,Principal,Ashéninka,Arawak,OIRA,Ucayali
-73.99409,-10.53697,Boca Cocani,Principal,Asháninka,Arawak,OIRA,Ucayali
-74.01727,-10.55708,Cocani,Principal,Ashéninka,Arawak,OIRA,Ucayali
-73.93136,-10.56521,Apinihua,Principal,Asháninka,Arawak,OIRA,Ucayali
-73.91113,-10.59179,Centro Apinihua,Principal,Asháninka,Arawak,OIRA,Ucayali
-72.64677,-12.57225,Chirumbia,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.83563,-12.61656,San José de Koribeni,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.82112,-12.49196,Porenkishiari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.76303,-12.38882,Matoriato,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.89273,-12.31508,Poyentimari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.9759,-12.46596,Monte Carmelo,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.91708,-12.5803,Estrella de Alto Sangobatea,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.07342,-12.5915,Corimani,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.13974,-12.62302,Chakopishiato,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.17856,-12.71674,Inkaare,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.21716,-12.64062,Shimaa,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.26661,-12.65349,Sankuareni,Anexo,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.29197,-12.77395,Tivoriari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.40499,-12.61015,Tipeshiari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.65563,-12.41669,Yoquiri,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.36354,-12.85122,Aendoshiari,Principal,Machiguenga (Matsigenka),Arawak,OARA,Ene
-73.97857,-12.23575,Tsirotiari,Anexo,Asháninka,Arawak,OARA,Ene
-72.94614,-10.33936,Raya,Principal,Yaminahua,Pano,FIARIM,Urubamba
-72.58079,-11.43734,Nahua,Principal,Yaminahua,Pano,No Existe,Urubamba
-74.23211,-11.1944,Samaniato,Principal,Asháninka,Arawak,CARE,Ene
-74.24492,-11.22507,Puerto Ashaninka,Anexo,Asháninka,Arawak,CARE,Ene
-74.24559,-11.25675,Unión Puerto Ashaninka,Principal,Asháninka,Arawak,CARE,Ene
-74.16182,-11.30282,Centro Caparocia,Principal,Asháninka,Arawak,CARE,Ene
-74.14403,-11.41247,Potsoteni,Principal,Asháninka,Arawak,CARE,Ene
-74.11109,-11.44106,Pichiquia,Anexo Principal,Asháninka,Arawak,CARE,Ene
-74.08404,-11.59427,Saniveni,Principal,Asháninka,Arawak,CARE,Ene
-74.02011,-11.63207,Quipatsiari,Anexo,Asháninka,Arawak,CARE,Ene
-74.01687,-11.67169,Quiteni,Principal,Asháninka,Arawak,CARE,Ene
-74.00542,-11.71185,Cachingari,Anexo,Asháninka,Arawak,CARE,Ene
-73.94397,-11.80884,Selva Verde,Anexo,Asháninka,Arawak,CARE,Ene
-73.86702,-11.86813,Tincareni,Anexo,Asháninka,Arawak,CARE,Ene
-73.88457,-11.86459,Coveja,Anexo,Asháninka,Arawak,CARE,Ene
-73.89783,-11.85985,Tivoreni,Anexo,Asháninka,Arawak,CARE,Ene
-73.90915,-11.87383,Cutivireni,Principal,Asháninka,Arawak,CARE,Ene
-73.87468,-11.91193,Chiyapo,Anexo,Asháninka,Arawak,CARE,Ene
-73.87389,-11.91687,Camantavishi,Principal,Asháninka,Arawak,CARE,Ene
-73.93357,-11.92108,Shapo,Anexo,"Quechua, No Especificado",Quechua,CARE,Ene
-73.94479,-11.9229,Yoyato,Anexo,Asháninka,Arawak,CARE,Ene
-74.00131,-11.99693,Quempiri,Principal,Asháninka,Arawak,CARE,Ene
-74.06665,-12.08443,Coriri,Anexo,Asháninka,Arawak,CARE,Ene
-74.06172,-12.08431,Union Alto Pachiri,Anexo,Asháninka,Arawak,CARE,Ene
-74.03606,-12.09913,Shampintiari,Anexo,Asháninka,Arawak,CARE,Ene
-74.00014,-12.1207,Pampa Alegre,Anexo,Asháninka,Arawak,CARE,Ene
-74.08772,-12.13203,Yaviro,Anexo Principal,Asháninka,Arawak,CARE,Ene
-74.09341,-12.14509,San Ene,Anexo,Asháninka,Arawak,CARE,Ene
-74.10785,-12.16054,Shaoriato,Anexo,Asháninka,Arawak,CARE,Ene
-74.03031,-12.16331,Quimaropitari,Principal,Asháninka,Arawak,CARE,Ene
-74.01757,-12.18479,Quimaropitari Alta,Anexo,Asháninka,Arawak,CARE,Ene
-74.40532,-10.8101,Centro Janteni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.37587,-10.69161,Shumahuani,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.37287,-10.76563,Chequitavo,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.32862,-10.67022,Tziaventeni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.27251,-10.62314,Chencari,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.44916,-10.72539,Mapitziviaari,Principal,Ashéninka,Arawak,OAGP,Ucayali
-73.84955,-10.91571,Pitsa,Principal,Ashéninka,Arawak,OAGP,Ucayali
-73.93904,-10.88715,Shimpe,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.0568,-10.90359,Chincheni,Principal,Asháninka,Arawak,OAGP,Ucayali
-74.10057,-10.94279,Mancoite,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.10692,-10.85623,Shaani,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.201,-10.81885,Materiato,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.19374,-10.7792,Mañarini,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.22085,-10.77078,Ponchoni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.25863,-10.77805,Tarisa,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.28983,-10.82367,Tshony,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.33543,-10.72874,Majontoni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.25468,-10.71679,Bajo Chencoreni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.27914,-10.72157,Alto Chencoreni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.29773,-10.70886,Quemporiquishi,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.24026,-10.69092,Catoteni,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.22476,-10.72015,Quiteriavo,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.24561,-10.84288,Chochoquiari,Principal,Asháninka,Arawak,OAGP,Ucayali
-74.30034,-10.95836,Javiroshi,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.29719,-10.88629,Matontorini,Anexo,Ashéninka,Arawak,OAGP,Ucayali
-74.20707,-10.92312,Pavote,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.20919,-10.88791,Chavari,Anexo,Ashéninka,Arawak,OAGP,Ucayali
-74.26651,-10.9753,Centro Selva Quirishari,Principal,Ashéninka,Arawak,OAGP,Ucayali
-74.31224,-10.78633,Tiahuanasqui,Principal,Ashéninka,Arawak,OAGP,Ucayali
-72.82136,-12.08171,Timpia,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.9321,-11.93559,Ticumpinia,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.82007,-11.8243,Cashiriari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.86561,-11.80539,Segakiato,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-72.93052,-11.71091,Shivankoreni,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-72.94477,-11.71894,Camisea,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.12353,-11.98808,Camana,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.21192,-11.91333,Mayapo,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.13427,-11.78317,Puerto Huallana,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.24249,-11.80445,Kochiri,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.20378,-11.69918,Campo Verde,Anexo,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.325,-11.7665,Tangoshiari,Principal,Asháninka,Arawak,COMARU,Urubamba
-73.40218,-11.57903,Taini,Principal,Caquinte,Arawak,COMARU,Urubamba
-73.30804,-11.54824,Kitepampani,Principal,Caquinte,Arawak,COMARU,Urubamba
-73.224,-11.55359,Pamencharoni,Anexo,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.1305,-11.57289,Carpintero,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.1355,-11.54442,Nuevo Mundo,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.10827,-11.50222,Nueva Vida,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.21706,-11.45707,Porotobango,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-73.02912,-11.45011,Nueva Luz,Principal,Machiguenga (Matsigenka),Arawak,CECONAMA,Urubamba
-73.00428,-11.38641,Sensa,Principal,Piro (Yine),Arawak,COMARU,Urubamba
-72.99633,-11.30246,Miaría,Principal,Piro (Yine),Arawak,FECONAYY,Urubamba
-73.02201,-11.29647,Puerto Rico,Principal,Asháninka,Arawak,COMARU,Urubamba
-72.74448,-12.18152,Sababantiari,Principal,Machiguenga (Matsigenka),Arawak,COMARU,Urubamba
-74.79424,-9.51652,Alto Río Negro del Sira,Principal,Asháninka,Arawak,UNAY,Pachitea
-74.84735,-9.58968,Pueblo Libre,Anexo,Asháninka,Pano,UNAY,Pachitea
-74.87665,-9.59691,Nuevo Unidos Tahuantinsuyo,Principal,Asháninka,Arawak,UNAY,Pachitea
-74.91777,-9.61608,Pampas Verdes,Anexo,Asháninka,Arawak,UNAY,Pachitea
-74.89067,-9.66714,Galilea,Anexo,Asháninka,Arawak,UNAY,Pachitea
-74.96417,-9.77896,Santa Isabel,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.91575,-9.78825,Huacamayo,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.9104,-9.8136,Agro Unión,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.98958,-9.88674,Alto Morona,Anexo,Asháninka,Arawak,UNAY,Pachitea
-74.93466,-9.88141,San Jorge de Pachitea,Principal,Amuesha (Yánesha),Arawak,UNAY,Pachitea
-74.9618,-9.90216,Yarina,Principal,Asháninka,Arawak,UNAY,Pachitea
-74.93432,-9.91087,Puerto Libre,Anexo,Amuesha (Yánesha),Arawak,UNAY,Pachitea
-74.97854,-9.94194,Buena Vista,Anexo,Amuesha (Yánesha),Arawak,UNAY,Pachitea
-74.82921,-9.4866,Nueva Austria del Sira,Principal,Asháninka,Arawak,UNAY,Pachitea
-74.91452,-9.37083,San Juan,Anexo,Asháninka,Arawak,UNAY,Pachitea
-74.89808,-9.34103,Tsirotzire,Principal,Asháninka,Arawak,UNAY,Pachitea
-74.9559,-9.75836,San Juan de Pachitea,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.87766,-9.2129,Santa Teresa,Principal,Asháninka,Arawak,FECONAPIA,Pachitea
-74.94244,-9.20493,Cleyton,Principal,Asháninka,Arawak,FECONAPIA,Pachitea
-74.83131,-9.13298,Nueva Alianza de Baños,Principal,Asháninka,Arawak,FECONAPIA,Pachitea
-74.75304,-8.98563,El Naranjal,Principal,Asháninka,Arawak,FECONAPIA,Pachitea
-74.53179,-8.75899,Dos Unidos,Principal,Shipibo-Conibo,Pano,FECONAPIA,Pachitea
-74.57267,-8.72161,Nueva Alianza,Principal,Shipibo-Conibo,Pano,FECONAPIA,Pachitea
-74.86295,-9.31097,Las Golondrinas,Principal,Asháninka,Arawak,UNAY,Pachitea
-75.40629,-10.16462,Alto Lagarto,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.30341,-10.19896,Pampa Hermosa,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.05551,-9.85321,Hanswald,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.06905,-9.86998,Nuevo Progreso,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.07069,-9.90558,Unidad Yanesha,Principal,Amuesha (Yánesha),Arawak,UNAY,Pachitea
-75.14718,-9.90088,Enoc Flor de un Día,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.1804,-9.89592,Golondrinas,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.20355,-9.90118,San Luis,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.28307,-10.16016,Comparachimas,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.25133,-10.14362,Puerto Alegre,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.21932,-10.12171,San Francisco,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.22201,-10.13193,Santa Rosa de Chuchurras,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.16864,-10.15455,Buenos Aires,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.23028,-10.1698,Villa America,Anexo Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.24292,-10.17107,Centro Castilla,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.27065,-10.17517,Centro Chispa,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.24992,-10.19964,Pampa Cocha,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.27032,-10.20986,Centro Esperanza,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.22017,-10.21453,Conaz,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.26851,-10.22503,Palma,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.29612,-10.23506,San Carlos,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.30314,-10.25757,Nueva Esperanza,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.29845,-10.25699,San Juan,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.18034,-10.22674,Puerto Herrera,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.19663,-10.24321,Alto Iscozacin,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.12303,-10.26,San Luis,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.13618,-10.27036,Pueblo Libre,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.11676,-10.30576,Nuevo Progreso,Anexo Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.09699,-10.34442,Raya,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.08505,-10.34328,Loma Linda - Laguna,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.06593,-10.3785,Nueva Aldea,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.0468,-10.42035,Santa Rosa de Pichanaz,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.05611,-10.44804,Santo Domingo,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.08266,-10.47052,Azulis,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.03964,-10.49758,San Pedro de Pichanaz,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.07236,-10.50339,San Francisco,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.13824,-10.54241,Maccha Bocaz,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.09392,-10.57304,Puellas Yuncullmas,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.11099,-10.61247,Puellas,Anexo,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.21074,-10.60035,Alto Puruz,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.12106,-10.67295,Unión de la Selva Cacazu,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-75.17521,-10.65576,Palma Bocaz,Principal,Amuesha (Yánesha),Arawak,FECONAYA,Pachitea
-74.40172,-11.24401,Mapitamani,Principal,Asháninka,Arawak,KANUJA,Perené
-74.37267,-11.25661,Yorini,Principal,Asháninka,Arawak,KANUJA,Perené
-74.32182,-11.2436,Alto Saureni,Principal,Asháninka,Arawak,KANUJA,Perené
-74.43342,-11.28764,Tsiriari,Principal,Asháninka,Arawak,KANUJA,Perené
-74.52492,-11.33296,San Cristobal,Principal,Asháninka,Arawak,KANUJA,Perené
-74.43024,-11.33124,Tahuantinsuyo,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.32504,-11.32093,Tzonquireni,Principal,Asháninka,Arawak,KANUJA,Perené
-74.47626,-11.36567,Santa Clara,Principal,Asháninka,Arawak,KANUJA,Perené
-74.44526,-11.39314,San Jeronimo,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.48819,-11.40868,Chavini,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.48438,-11.43153,San Ramón de Pangoa,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.39644,-11.41668,Unión Alto Saniveni,Principal,Asháninka,Arawak,KANUJA,Perené
-74.29533,-11.4145,Matzuriniari,Principal,Asháninka,Arawak,KANUJA,Perené
-74.43795,-11.44715,San Antonio de Sonomoro,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.34606,-11.4864,San Juan de Cajeriari,Principal,Asháninka,Arawak,KANUJA,Perené
-74.33284,-11.49985,San Emiliano de Cachingarani,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.32397,-11.51022,Etzoniari - Alto Crotishari,Principal,Asháninka,Arawak,KANUJA,Perené
-74.45943,-11.50026,Alto Kiatari,Principal,Nomatsiguenga,Arawak,No Existe,Perené
-74.47383,-11.54587,Juan Santos Atahualpa,Principal,Nomatsiguenga,Arawak,No Existe,Perené
-74.43294,-11.52933,Boca del Kiatari,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.40729,-11.58065,Cubantia,Principal,Nomatsiguenga,Arawak,No Existe,Perené
-74.37987,-11.57363,Jerusalén de Miñaro,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.28512,-11.55246,Mapotoa,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.31547,-11.59409,San Juan de Sangareni,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.37024,-11.64971,Mazaronquiari,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.44358,-11.69131,Río Blanco,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.33177,-11.76314,Mayni,Principal,Nomatsiguenga,Arawak,KANUJA,Perené
-74.30598,-11.7482,Santa Teresita,Anexo,Nomatsiguenga,Arawak,KANUJA,Perené
